Date,MSFT,AAPL,NVDA,AMZN,GOOGL,META,GOOG,CVX,TSLA,LLY,UNH,AVGO,JPM,V,XOM,JNJ,HD,MA,PG,COST,MRK,ABBV,ADBE,CRM,AMD
2021-09-03,13.315088469964978,15.336174869537986,17.24766408750444,1.324418053706685,18.54367625956633,11.166154246183435,14.666249797849392,-9.800261396132209,8.043299747254276,10.490622102994763,5.086872613459104,5.473771671694067,4.924273841796237,-2.4593687276861163,-15.855542870116409,6.714820070132337,4.229734029086626,-6.468309602234823,8.231842276755332,17.178056175008837,0.1571539361221055,-1.0371229163038649,15.833707331016026,10.349918072503954,28.130083217112812
2021-09-07,13.572561584721635,15.513480431070246,17.308603259933587,1.4858373084857002,16.792309406347254,9.77824804765094,13.505250581704138,-9.22646900681212,8.986856097583576,13.295971327103711,4.19310531100045,7.293377448025357,4.115544441606087,-5.612677782375675,-14.754104840570914,6.6317513820117275,3.7305045777826042,-10.4528316448349,6.5520282077244625,16.346857782566264,0.07772693051854783,-1.5932049905071508,14.624094030745438,8.984169770954765,27.13150546875731
2021-09-08,12.016228192259378,14.979969301281498,14.250685442955358,0.9904439891079607,17.381422210605443,5.691145371924172,14.138198101054211,-6.702568866126963,7.445698389359387,13.486985634326887,4.692870208462306,5.245350877929026,3.6674681493915813,-3.1398141568242943,-13.235994881367514,6.298013389814977,5.329642377834769,-6.198318777557177,6.650901206675619,16.633880575408792,-0.3512936121738375,-2.256639868812211,13.340691138157453,8.983113449221182,26.274686233709343
2021-09-09,10.456892233253704,15.147064930047188,12.414646822094868,1.8418664175560997,17.8515260442688,8.03375709365199,15.374720516068505,-6.033155365601753,11.8720265550809,10.99969984018085,5.8000492298125526,4.709211256026526,3.0816141292387957,-3.63212213446631,-12.503989380253014,4.627200142885449,3.3653916230856504,-6.25,6.4583395303244595,15.125749270081288,-1.606006836514652,-3.775605857472563,11.747782380713076,7.245432543624841,21.626453682235518
2021-09-10,11.044671133941529,13.529496109042402,11.546057705496079,2.4958137861363667,17.81561835748943,8.60775471769155,15.614524049584366,-8.449492700612678,10.844493497661297,10.35639097734365,3.720905455409524,3.35752241602658,1.7551826566598674,-1.928838262061712,-14.996833583655194,3.9152584273222155,4.252249031235131,-3.938756204512329,7.144456512053007,18.113574564135156,-3.3174672920474864,-2.8409063970008153,13.523668162356598,7.184673821916511,13.446180360250715
2021-09-13,9.87481838052565,12.91614713754041,10.567979975443391,2.0058482609717565,17.777841748350664,7.610251301769829,15.094740370499437,-8.106581945739135,12.048620780278025,4.789508861492212,2.6352793410874567,5.836379416061859,2.2154288814447085,-2.2538753691407365,-12.756876239241477,1.5606147463925184,3.8750983155918397,-4.256696378038967,6.5217329985065025,18.411784876483598,-5.141677928803729,-5.933833933604516,13.929508478723235,6.539311189423824,14.66080876980565
2021-09-14,7.167294915880188,7.6236050708106555,10.72387452742219,-0.802622979546152,13.326143148352049,7.606422199106773,11.250872479529923,-8.352975050290205,9.030782364562054,2.598729012562152,-0.3371053387275357,7.226004571411437,1.6022559889500667,-5.489672646132172,-13.487409988963526,-0.627291741859714,3.7960953010875307,-6.674132432276942,6.585734075785547,17.07524808249643,-6.145040616820059,-6.755230444550536,11.797927704827249,3.545529073311351,11.151009005586134
2021-09-15,7.887341931729896,5.865372187339073,7.61649363150036,-5.446253590282503,13.317613036439727,6.97885231656516,11.088763917056413,-5.394750192899183,12.582247794655247,1.4017513709220315,1.7866685511105822,6.0682896582950745,4.58900535693789,-6.093491540733885,-9.255337141980535,-0.9346950722205739,5.252768433473096,-7.029672121836637,7.46433995748231,15.566872871627249,-6.47804060818708,-6.687985197142361,8.225829046352565,1.542457786354282,11.69682997732583
2021-09-16,8.334232736848922,2.7599017999818463,9.509491170211904,-6.872832743592748,12.886048307313661,7.5636995361543935,10.5179630298053,-5.770914625274293,15.566585247007792,-0.9498793247361643,0.20890670551234222,6.938702981505064,2.0378963197099367,-7.283331553141288,-8.342991107859191,-2.603154221580202,3.054276625968073,-7.199404273913536,6.094894966069799,13.235148395760824,-8.24846732296036,-8.702358597095824,7.684432423544091,2.455317495082228,17.075324638992036
2021-09-17,9.494627302637621,3.630268604318331,11.45696243621134,-7.274727154896457,15.119879373513973,7.8518776588103805,12.342754517500175,-4.171538833284119,15.321454847157801,-1.2820484770297047,2.371021083369138,7.375135431887632,5.611501976748088,-5.388614161324757,-6.119056106623771,-2.0286301735421013,5.0794224404308945,-6.693859535879581,5.738064575491408,13.174509505721662,-6.528425402210786,-6.970348703661931,8.512256135118406,3.958501060510658,16.915534506942944
2021-09-20,9.437292493317075,2.5566857544362316,11.220556992882567,-6.208893957456361,13.951728915477005,5.989951894886185,10.977468365341881,-6.687805424120513,15.252299235497393,-2.2469035515855165,0.6939933442041704,4.954393958055826,1.0335755063185803,-6.71782789887877,-9.619466656349603,-3.210602031365059,3.9926778277366117,-7.759961991728994,5.3564886545117485,11.943157985101246,-8.719060916300188,-7.788644440247328,9.712162443781018,5.798576510505575,16.127608126102405
2021-09-21,6.854889205964156,-0.4844269538008218,3.0883640286982024,-8.67408100734145,8.80957100530297,1.7385842301479553,6.461354816527325,-9.24434167864826,7.125565236664206,-3.3557893111666135,0.211519292553202,2.727740607308286,-2.6012662090832674,-8.790511133200694,-12.081084863265819,-3.540240825616832,3.1360715621767925,-9.91585644809387,5.162608912472474,11.95204457595471,-8.23984414982379,-9.801920469705557,7.637448331890502,5.631712350064556,11.85993234446651
2021-09-22,5.235244814547993,-1.1741326016434526,5.762962058738426,-8.22220099580306,9.743875481886692,1.8205583029282886,6.964030613908958,-8.043876249209662,9.909651689731637,-1.3769678925381919,-0.8434077285870749,1.9586331434220845,-1.3620271123154755,-8.912731817423404,-10.693170206989306,-2.7530002625914305,5.0402181364419265,-10.81806055939165,4.387818101243853,10.828874700098407,-6.609969350694392,-9.88890111098889,6.920545849052568,6.331446880474396,13.173054629117676
2021-09-23,5.033450401456668,-3.1511881599567206,7.6833963620842995,-8.981767353449207,8.630115633485401,-0.11506311045250958,6.032594826412038,-5.619303018866922,13.797485151300638,-2.6866959761086053,-2.3629232829538793,2.628792906492794,0.05157415779587218,-9.996345805749831,-8.56710663312622,-2.9749983100009,5.209574844689887,-13.178096624527743,4.232505999066425,10.915965036586103,-6.815254738908505,-8.819017058873612,2.6214149252671985,6.793714358078466,15.463218608833717
2021-09-24,6.340962673601778,-1.2324904928019682,16.733664678904354,-6.916443757460875,11.009413881912085,0.26127675747845025,7.879392482413332,-3.020735533862536,16.046727355650003,-0.9374857033314878,-2.4401857630934978,5.272973901377728,1.6338564109339142,-9.474955848966045,-5.988129852940348,-2.3579030325088253,4.688421580810778,-11.400973656408976,3.521122281932327,9.829532258951375,-6.700900023691276,-8.696025272971584,4.30902153745526,13.645928916188607,20.660300266216982
2021-09-27,6.226183788540739,-0.4986650253314245,21.524143057385412,-4.802404699339569,10.686379911516571,0.6096806630139677,6.902392615721058,1.0444116311207041,15.78187506879208,0.13335522224917365,-3.040269095663188,7.30659541399834,6.273450430884246,-7.734162026056296,-1.0816450369603703,-1.9928649505537188,4.739687077617853,-8.54773629759779,2.3414765308825154,11.11436421079372,-5.678031909489287,-9.046806173121663,3.6132693113691348,16.805774673954808,22.470605645485495
2021-09-28,6.905889393310435,2.1200451647311906,15.60324572900563,-5.017204874056608,13.025173853526994,3.81658551288638,9.540515111341445,6.909126007370682,19.637277074676003,-1.7809849576388408,-0.30069207296466044,7.32492631434081,12.267808824619546,-3.6146592525408456,6.323396741621279,-1.7257938629825154,5.644933758469449,-2.2985426552137733,1.9296435545198567,12.410960920919804,-4.5944202145577755,-7.182464951518136,2.2838635127966005,18.897073800444332,21.35596843697167
2021-09-29,3.7519619769254247,-1.9842586504234772,13.980230472323974,-6.030466931696274,9.860981378183219,1.8468645703212403,6.092225811662842,7.6452967742037465,19.18243202174977,-3.672029923379469,-2.51107709677088,6.062870288341261,12.01655829777519,-5.69839390397852,7.040747866094035,-3.176011244672445,4.9239246083108545,-5.045544461482431,0.9735847852977326,9.826067983288356,-3.4396680847705183,-7.264110369231106,-2.0386998524455575,14.576645975695357,22.649518527490955
2021-09-30,1.3148586664121729,-2.0151257213031384,7.882528238978602,-7.338221378086775,7.394014739590969,-0.8895869774747439,3.4005914312207466,3.396112402336756,19.000745230816175,-5.0065278604893155,-4.2542962630835355,3.049980419235414,8.733485575173793,-6.919478107589542,3.6011113079954034,-3.8291375791039313,2.144870791209112,-7.169920584919999,0.7686834394232089,8.399793867923695,-3.639218224255662,-7.812633179369412,-4.378858186223317,12.961046443730313,14.416730636049635
2021-10-01,-0.1502841865328475,-2.1389641174199134,5.991625032201231,-8.851769262509999,4.547534401087613,-3.0581708362176103,0.7473949156866069,4.654926622471986,20.29079831274821,-2.394233126063173,-3.4345910375044655,3.818781717335065,10.594319399135486,-6.782992381417978,5.270527559734646,-3.1415439887703642,3.544966155159826,-7.175008678296449,3.5123339845447736,8.6410848862125,-1.2413392962175032,-7.095460185744653,-6.900971416878206,9.009986800053444,11.917556030797611
2021-10-04,-2.6064203958171945,-4.483039695448698,6.094691715588596,-10.05376529847327,1.0769425431422288,-7.620547484299074,-3.092159143764624,3.3987462973975937,20.986042470318612,-5.386030811067636,-6.248504989408361,0.9727853185150271,8.868826782051636,-9.979120422922486,4.154977022869591,-5.972405208577502,-1.4090861954718565,-11.043590020567509,0.1001497935276927,6.2111845559992345,5.184416553522897,-8.410188878990912,-7.725242616381454,9.365558912386707,11.340202686060149
2021-10-05,-0.5708334081183835,-4.85268187110702,6.27137487903847,-11.363525760151507,1.436558570820656,-9.915156935784692,-2.825035933049686,4.0118902171282524,21.118580017942453,-6.336089485100424,-5.300578656189019,0.5578140543879262,10.102214270233418,-8.091908091908092,4.856361448048134,-6.912195241480753,-0.809225416707135,-8.368125289889822,-0.6344449653501048,5.932940646870537,8.972035858155289,-7.598271931464863,-7.443614988103159,11.155086605951162,10.803744502195284
2021-10-06,-0.8689958392189954,-4.960140742233971,3.862972770830991,-11.633882312943204,1.62320437361569,-10.665835960611323,-2.0442728158485775,5.397078095849946,21.71593718730997,-7.036702217260273,-6.205735819527089,0.12201638920340402,10.40608126985368,-10.142269832656217,8.1099748888309,-7.413415255571897,-0.11000912375406298,-10.943703758267196,-1.4554511628854265,3.5914574081863835,6.332691588702616,-7.265174433145878,-8.793759069684794,11.74489404537507,10.864549623500327
2021-10-07,-0.15372875394091198,-3.800520533323005,3.1636149349144533,-11.480810129059478,-0.9875484580430933,-11.664168636762415,-1.287562243382057,2.965012839446036,19.972796535662013,-6.470324653631816,-4.501799453343281,1.1472858905794825,10.738305123684206,-10.083424681742965,3.86465124153913,-7.1494936010212,0.811014603569128,-11.326411537465466,0.16576174361032683,5.141867129058607,4.046978290365028,-7.802614729551325,-9.611543245245599,10.538615349368156,2.5732631831036907
2021-10-08,3.0296658554210296,-1.7714926132017441,7.272913949181449,-8.566304895348662,2.2938277970411023,-5.949990759217574,1.7009677125913496,2.963830481205261,15.96072889950128,-6.607429418693816,-3.717719206427413,1.7599346820046955,11.895422841988358,-7.667793904177746,2.850840482734951,-7.062370147859072,1.8538336316151787,-10.238933620166074,1.62747658588632,7.33399231822153,5.992461448152894,-7.647012498741228,-6.95512134234537,13.465006357307901,1.6027212965420732
2021-10-11,3.9696737261661426,-1.2546289753167694,8.215800073011177,-0.31824547794920455,3.6002526095664544,-6.95761405463426,3.464708187676085,4.911109046164544,15.862916832560463,-4.139631142116914,-1.4094409639000194,2.352701601016057,12.017397311807095,-6.246194824372817,6.392218733165338,-6.318228697352192,1.4656136758622036,-7.757683124840582,0.042183477744514246,5.985293015833688,6.244302394768302,-4.514187327805621,-6.4877848194355785,13.892455208801898,0.33901554014014124
2021-10-12,2.8439034812239004,-2.233369917935777,4.177215189873418,-1.695345636193853,3.2905833731715664,-6.910074294844103,2.8020553380262223,7.80281464084081,10.988198525470423,-4.0146021533826195,-1.8215961669035583,1.3534698476778049,12.985384084528665,-4.074570156893533,9.465086444826824,-6.6233258136241755,2.5609696386378165,-5.678728615901084,0.3453553830786187,4.923993858063668,7.1672342643738425,-3.7332158272173834,-7.151515151515151,12.837332097729979,-3.691424660060679
2021-10-13,2.8629149346941674,-2.8026634539267103,5.112291291870789,-3.2451580822075528,2.83859817601057,-8.031543172590967,2.4636764008067855,4.278751905396682,12.848360802442798,-8.316734281835245,-3.979618105669232,1.8591153544873138,8.411276513630662,-4.863131704158814,5.790376095717701,-8.251619611223308,2.1690703603288037,-5.155063082804997,-0.9378192937454227,3.4661057573264986,4.933904544407048,-5.2731159169186705,-6.779560611341803,14.635262236266522,-6.56538694912598
2021-10-14,2.9318326097422767,-3.885669665640934,3.1764757857986248,-2.534034717076152,1.6850947735242787,-8.901708183364962,1.2655410732129306,6.450641470040533,14.002989256345835,-10.820281847220961,-4.317505299165867,-1.359158370468905,8.483206403767682,-5.721043389905034,6.9317357778536275,-8.96400163326078,2.122251768774135,-5.912885298821987,-0.02106212233343461,3.1031628665955218,5.445141492007481,-5.63955977572178,-6.460168677808646,14.67420325992029,-10.516122098837052
2021-10-15,3.346920008672929,-3.3659710529166427,3.1545330811915178,-2.1783251512956814,2.365114345030527,-9.535227636648704,2.1994985793080395,7.55704202588114,14.11358839294356,-10.28805317513801,3.5190547276900324,0.8591817844976065,5.615413938134699,-6.698310289731498,7.884612345067106,-8.048820042048861,2.227496548896105,-7.554983577745829,0.23158023231907893,0.8844926303757156,4.4714976141865765,-6.219599975054702,-5.075309489697711,14.144317842722916,-1.646638628613089
2021-10-18,4.44966671147414,-1.6217292507771657,7.090249524577021,-1.0021076210559199,4.328917220994546,-9.581584042843987,3.768354034739256,7.670426610011816,17.828627456141664,-9.877013373566244,1.669395056199349,3.9078758022628266,4.984130859375,-5.874065051493685,8.416866367978379,-6.97822297294379,5.063064635109815,-6.816543097350447,2.199279067825159,3.243638879795327,3.6585291854670956,-4.6308392867499295,-3.1185660440832015,16.720537335411912,2.1796399169698066
2021-10-19,5.28561768171603,-1.8071048366257738,7.164330506804592,1.391133303624263,3.0409919834877455,-9.031822811192216,2.327141708643393,9.94513837476621,19.33843092675403,-10.9335253456616,4.1692031753077305,3.241318438981894,5.815797235107066,-4.0916697184244795,10.297201592809483,-7.748549993460268,6.156463570129533,-4.5106295325001495,0.963574656457222,2.075052581453707,4.540624246949281,-4.4450287597277365,-2.951264605971012,16.629227593902264,4.015615933534216
2021-10-20,7.6490725720445605,0.9683985880590339,11.737557095126409,3.4212849975057904,4.810053420872062,-5.947999528119642,3.761867572891571,7.915362153330813,23.5975212843766,-11.278535265044797,3.65486129427941,4.574295424021331,5.111138811008212,-2.570676770569401,8.061187009467504,-7.406347505060286,7.68070188586069,-2.566333877606623,-2.2422171544305884,4.507595710386991,4.708073946780333,-6.157463607050433,0.5661562046094335,20.01315043182455,9.090909090909092
2021-10-21,7.757441471020586,1.9470700164586952,13.229096315497108,4.8768093250890425,5.179807687247632,-4.5866150794448135,4.744737117114541,8.011665518733928,22.25566212692798,-7.712991255286999,4.723600879706222,5.67676825560874,4.430379267438013,-0.6806733860905883,7.780635877035875,-5.650176727151346,6.154299772811573,-0.6973363978264197,-1.7318758275609132,5.451272087810388,5.464699721290231,-5.469575407963284,2.116511889195112,20.979852578986026,7.995914362880728
2021-10-22,5.990136991609766,-0.05373217233033961,11.012307376476443,3.3524993143129427,3.3346917067079103,-6.168480764837084,2.7476836083688903,9.810989628513003,18.51852274386682,-7.029264882777729,7.276581231328223,5.195556757677855,5.544224978635903,-0.470251680168557,10.67132155085176,-6.22145781184258,7.239094661598128,-2.0387879603360863,-1.4620471371170078,5.480960226554789,6.667542916597896,-6.252158220078872,-0.37045411466546846,16.538508769273214,9.389671361502346
2021-10-25,5.992824800135138,0.3957051064645889,13.052303451261654,3.8564415605760445,1.032837072984605,-10.140973433287282,1.405280105695603,10.062771899134853,24.86578959428778,-8.79981283567922,7.608558568725857,5.8787202478567675,6.282037329763347,-1.0143996012317338,10.568962394960595,-7.483689328457446,10.165396574684706,-1.673330757882495,-2.958785866095096,6.960381939252956,5.774244310074819,-6.705017996999713,0.4895569078061811,14.8831303882827,9.29895838581202
2021-10-26,5.010176151476575,-1.6146125729517964,15.152880063929342,1.0915502403763877,-0.5491242464490448,-12.620037667429996,-0.07594464806070388,12.495046412150892,38.52689449199886,-9.365043546957896,7.8593536148456415,6.012614148642495,8.67049309326862,-0.8115243274797127,13.907763291005026,-7.939718515490708,9.59559038513633,-0.30256521919421037,-2.9244992708716744,6.432452816558391,3.977926936970902,-7.879403380206345,1.1822099778403306,17.696625756334157,12.132483139982703
2021-10-27,6.114376364390812,-0.5726084269071606,23.286050535622074,3.317429544899374,1.903978094398458,-8.422374505031208,2.4074901818445307,13.153975537009607,53.92437571758726,-10.344318997833634,6.806864132526372,9.722362654323533,8.910264303305203,0.42638468648142724,16.072707468958725,-8.307797158687153,16.41154003068979,0.04129446685230553,-2.2501447099355696,6.585756021156533,3.8944559476272995,-9.067362336168214,2.5038917708989734,19.75383303009123,14.345482201010832
2021-10-28,8.691909351890137,2.0497403576724365,28.53992297196341,5.834643659081554,2.920651686319801,-11.607823420637043,2.4401324119142123,17.083769176645482,50.8962465225401,-7.414713696531007,8.942779322637296,13.401711397300579,9.474228898113992,-2.970256330259661,19.801442164587883,-6.495857332261829,15.027214790420015,-3.587757797221939,-0.11165642617019629,8.435493460308784,6.02905564495256,-6.573449590153416,2.8255915863277825,18.035983336688137,17.585068042042508
2021-10-29,9.286652484703934,2.126796483218296,25.65915958583464,6.724177858679319,8.442301126280432,-11.863596942467248,7.585444973861452,18.337046078742876,58.62770003378832,-7.485203658001333,5.868327021417721,10.687816188965247,9.087376447621743,-5.320208547979029,21.031671247607132,-8.288067673585488,15.515641700376351,-3.677474523702503,-2.1380826167785636,7.198516485376877,6.270708929843701,-8.089545400525743,0.05332416488241452,16.596198199888622,18.476378231401807
2021-11-01,6.4956040487431,-0.65456589832142,20.10472238108652,3.1272423618075686,5.565397742539344,-10.902410665365924,5.116412515167911,21.770941797349373,59.03625354345271,-6.323134860747992,5.748065601963875,10.1710935468397,10.638567299129267,-9.573821679655268,23.340919570575334,-9.524072729251738,12.480256820758626,-6.6903294890989855,-2.0194312149252394,6.054600129892028,9.926280539274462,-5.664032464415796,-1.4783586565326725,16.347165236007523,15.575724017865847
2021-11-02,8.7674354144756,-0.48093059141946687,16.809357908521623,2.9373449940163168,5.715806471295829,-10.268335470445656,5.007452609181022,18.918634123102755,62.112411798831026,-4.7457271175714,8.571568372262822,9.926420030410663,9.789404362884198,-8.819507111264349,18.50300469066737,-8.13580141804245,13.8097306139719,-7.135538923795748,-0.6858368211319051,8.621106950988459,12.337338781825688,-3.443365105005806,-0.884510807197997,15.730083185354934,9.818884467030639
2021-11-03,9.150090175199239,-0.6416197609993416,18.487592299818097,0.27920918579296516,2.3488303916063944,-9.337638907535691,1.6930683648106324,16.700740575311265,63.638164525883234,-4.384058109875132,7.758438822747009,9.559026282403243,7.693286626295926,-8.999317510547927,17.46748204901059,-6.665147660691649,12.711609444875963,-7.366353581294069,-0.32126796941506763,9.506624953433995,13.522905263968015,-3.701537678709546,-2.4526802015560603,16.198104045829727,16.09846872773948
2021-11-04,10.559247408921186,1.3682925120959022,20.06482975937097,0.29764809167317025,2.6897027898070824,-11.102370527902139,2.3259860225433004,13.968119184290634,65.54133740497556,-2.3117467754552945,7.309292396997537,11.509895059960371,5.723345027755881,-9.845648676659712,15.470613005215252,-5.274638504713953,13.199332887335224,-8.52130481298147,1.0233452951602997,11.10519782184452,15.181000382212176,-3.214287954764028,-1.717412982850775,16.52290783785216,17.959368790550105
2021-11-05,11.300952463940659,2.738246393360513,23.386812389904804,1.62846616317572,4.0186440504258885,-8.33470407547602,3.572254885108962,17.486113748762047,76.05254110543568,1.5919193117686063,9.775698549439538,11.952896349048624,5.1004636785162285,-9.26600738090622,18.22336206825624,-4.8240048835168015,15.33531980470953,-6.175247671008628,0.29490111946714875,12.841915942345949,18.02272836196791,-2.350499829891118,1.080640051912486,13.335072375968709,23.063296949742792
2021-11-08,12.942082072246588,2.21399269919342,33.35836468600132,3.802509241014177,3.5870509881592967,-8.673484931623541,3.32270974876447,15.845496097051095,72.49129218955865,3.557262842877767,9.329920693360291,10.900511612789433,3.5878508035780716,-8.913148513282865,16.639775000579696,-6.0429060260439735,15.594653940974561,-3.7359818217397054,2.199427261969963,14.306973335101564,7.850586663418925,-2.3833403834092772,2.7668058924152987,15.746820775494339,24.946140516049773
2021-11-09,11.103788616789423,-1.1167656149475549,32.88521850574707,2.9714405384112688,3.6202219888109637,-9.52030417846137,3.11440019493388,16.973266644820395,57.30937855284154,0.6404607873956605,9.215878421116894,12.64406065516049,5.366492445358814,-5.561562447765047,18.836118986742818,-5.74686788890449,13.182511254231386,-1.4275536614093391,1.7980881941612417,12.607194392149768,5.11111589818219,-2.79505909854181,0.08558797167779551,15.937657392073307,23.69744639394254
2021-11-10,11.670193420868006,-1.0735723263879362,44.212641734276374,1.2809716976528356,3.1344752841827312,-10.38009499076702,2.945096600251044,19.117495754636394,59.51720903787688,0.8672384375199013,11.134601899440153,12.465560236419321,4.626451576406086,-4.107378180451715,20.6346223236334,-6.0763611019255,13.33313560871333,1.088868351686805,1.854062364607582,10.89595950446136,9.608076737567332,-3.7589012762149223,0.6011737473240218,16.862069905700025,39.09862067273729
2021-11-11,10.847172980976941,-1.6326734798114437,30.814131619819594,2.4394940099493096,1.5731792570288277,-12.972123842979979,1.486372374018103,20.94870258442057,37.64116364722073,1.7871042006961186,11.510724294324433,12.397595846549974,4.839716797182875,-7.200587700773893,21.48037779194938,-6.452173569378789,13.783828739478112,0.1516144887125034,1.3209185231138199,11.333571803447057,9.359408276260595,2.7879264063430464,-0.4039709835304349,14.255366337174188,30.8573465507735
2021-11-12,9.995021322783765,-3.0523835788609803,36.04214303540474,1.4403127542308956,2.235024344395592,-12.113619591491542,2.0025104914164213,16.26240869771286,50.571412356437506,1.0594444359532966,8.56482246743746,12.358204777232535,4.399848724413405,-3.439196943069155,16.53957935276474,-6.539751707313159,13.199490771537734,5.010550329547459,2.0215378421686796,9.811920703419693,8.817421136132749,4.392078151918386,-2.2613789368106523,14.139695993387916,30.915760722618245
2021-11-15,10.88530158224423,-3.8042840310298294,31.375045189209526,0.19982672441583543,2.0008360834775636,-12.246854806214277,2.111209410987003,16.729926705690918,42.79482269075582,0.8669518015577806,8.941500587892447,12.202616412653967,5.116300785173689,-6.045933354115828,16.566430343605717,-4.347578211975657,11.739419752136364,4.652730817711928,1.8674088055657452,11.177172969718342,8.516689127263847,5.178282240701568,-2.6373057473983903,14.010789017921937,32.85116558576633
2021-11-16,12.445871404058723,-4.033446439304318,34.8159895845397,0.7896260283613501,3.2020924816036946,-9.901092957001513,3.0793249638004965,18.431897629966965,35.15778535083259,1.8014174025529006,8.726619176202142,14.317647682765166,5.024809787476254,-5.590669959081725,16.883591591721792,-4.2479149333171815,13.81364972037383,5.926727887149674,2.45279381729282,12.813312303915767,10.75282680702824,7.26405416639261,-0.4566170435541417,15.719619842628665,35.59321844343718
2021-11-17,11.815063532291086,-3.3331172384769383,33.2154515201993,0.38292615239243794,3.1028467548829326,-8.936096643656517,2.9589308573856896,21.496007212267187,33.087940212797236,0.8318926179768831,9.051728317966425,14.100493807224316,5.400629374507098,-7.390105611949477,19.037922749450328,-5.072717585990247,15.205988138474597,3.9112295278425515,1.9294558564095246,11.625512825704842,11.02706673472648,5.663283767156632,-0.6151738842185435,15.78706580836606,37.44936911797527
2021-11-18,14.025232108126575,-1.9926054249860257,37.160114900874305,2.312178573946769,3.125584996783813,-8.93121951471561,2.9779875879365076,19.656252861022963,40.88837663752122,7.0041656494140385,8.64552597052967,15.126958173682246,3.781647201542538,-9.468551595586105,19.023843726755402,-3.0939560780764794,18.404316116753268,2.324914722123824,2.0695851196981434,13.21200095206144,14.291524106437393,8.697680733690737,1.523397594217858,18.040964296515607,43.174746625403486
2021-11-19,14.362044722169905,3.181852355724704,43.99413434712842,2.8018393500679246,5.228352170875553,-10.290739382995174,5.090853769002794,19.54824486203121,50.29133184249951,9.394572025052192,11.096533118232173,14.644179982588165,4.46746234877329,-8.185497915765179,18.858844398299343,-2.1081656864864904,19.89757052690649,3.8400632647403086,2.0190025010311565,13.543720222382841,12.049021744346614,10.058120853242073,1.7725426643558264,19.03576560317895,49.306094943611356
2021-11-22,15.370896634609457,5.4162425138321355,45.55344278488051,7.391016692037898,5.369813558309944,-9.112638885736796,5.25215477952743,14.841278691803005,47.89636649630835,11.964189426228893,8.10817735210161,15.496240012413514,0.9007897134419278,-10.05654236105488,11.775330654754871,-1.6646620716667944,21.517361767521294,-0.5232612517664169,1.5582127859609078,16.190230351744862,12.558079260839072,9.443611443495158,5.597145467731831,20.306162969102964,48.625944628942825
2021-11-23,14.953796088753938,9.154738054011911,50.692391056107574,6.561739271965596,4.762028629184367,-7.298226190587151,4.696977822268302,16.44490664935855,56.12432696460422,12.497320923453614,7.339893865348508,13.909976336061492,4.513908453098679,-10.325964625990338,10.516668507152033,-2.2876239093739055,23.018730127204233,-1.7351070595156337,1.0589346231730477,16.341267220103028,12.328386235476271,8.893682656605547,7.948716881134884,18.661792716092098,48.62384791491966
2021-11-24,10.57344652395763,8.112458187559321,41.15303743535967,3.1431667270879795,1.1933126064674753,-9.357621816280629,1.3133155811866475,17.253669529941842,54.46728246095809,11.012709521104611,4.4285354566216135,8.372894709743546,4.640867582155399,-11.992313404526914,10.226871047542124,-3.566675106874711,21.687620172634823,-5.74039406669235,1.867424755409342,16.762531014855007,11.921440181604954,8.156259802660838,0.245052803792031,14.635380113371085,42.433717647230516
2021-11-26,10.17626545913497,8.03817948352704,41.44860531497339,2.1337388065806,1.2976080113689188,-9.93405827510976,1.3690195232085018,20.02671385623328,42.72183342032167,13.733551181436743,7.149030460692877,9.043061754861474,6.559561399326254,-11.661393237009268,12.110358604780275,-3.074689379930915,19.9976176712546,-5.590362821762557,3.2336434961992797,17.74837169542204,15.047938929226104,9.807548385029177,-1.3952531861047859,9.863275709853724,40.70796930544211
2021-11-29,11.498319787831234,9.2496302830659,48.858447488584474,4.031161328773012,2.520236047392844,-7.9293741310979,2.5108963998519243,17.14551051221888,44.76424769783125,13.77661053828578,5.892995418368494,9.045458405385375,2.8285178342427835,-12.820740778255354,9.717187500324172,-2.5189644288220787,21.327492321056873,-6.255836473326699,2.937512540348472,19.594780551846743,9.835383679886444,9.17107300246091,2.4095495663527,9.200476464519875,49.98075391904339
2021-11-30,13.809043946351277,11.4943279663901,53.29891354938231,5.718877750349762,3.8066042680545116,-5.28816331545291,3.7991714722316314,22.74741278357473,50.785436749375755,12.251765540840218,7.477582854075979,12.40451153435166,6.766468612993492,-8.657124647836097,16.539395223038316,-2.6310955514495338,22.85257220317644,-2.849654863613765,3.429207024574563,21.055545318541164,6.24217690076452,9.802631725187478,4.165045905569628,12.121442043606974,55.09600715592862
2021-12-01,13.744918999015116,11.54571126195075,56.1187950483845,6.575787117072229,4.297896312496934,-6.288466570285485,4.156034507908927,19.60990909155991,54.77426545797447,10.03606303483573,8.420236098622832,14.721283678791902,4.039749056848616,-11.309440025237969,12.714391820333162,-3.658909814091876,20.755788062898972,-5.7442659915616705,3.284184842566637,21.872999458647264,3.862718816374247,8.894072462514325,6.398915468167392,14.815676644512035,58.80178881921948
